section,subsection,shapefile,heading,lookup_value,intensity,image,text
Past Events,Historic Events,Fire_Hist_Bound,Wildfire,290,,,"In 1950, 114 acres burned in this location.Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. <a href=http://hazardready.org/static/img/data/Fire_HistoricBurns.jpg target=_blank>(source)</a>"
Past Events,Historic Events,Fire_Hist_Bound,Wildfire,291,,,"In 1953, 961 acres burned in this location.Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. <a href=http://hazardready.org/static/img/data/Fire_HistoricBurns.jpg target=_blank>(source)</a>"
Past Events,Historic Events,Fire_Hist_Bound,Wildfire,292,,,"In 1953, 706 acres burned in this location.Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. <a href=http://hazardready.org/static/img/data/Fire_HistoricBurns.jpg target=_blank>(source)</a>"
Past Events,Historic Events,Fire_Hist_Bound,Wildfire,293,,,"In 1953, 41 acres burned in this location.Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. <a href=http://hazardready.org/static/img/data/Fire_HistoricBurns.jpg target=_blank>(source)</a>"
Past Events,Historic Events,Fire_Hist_Bound,Wildfire,294,,,"In 1953, 22930 acres burned in this location.Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. <a href=http://hazardready.org/static/img/data/Fire_HistoricBurns.jpg target=_blank>(source)</a>"
Past Events,Historic Events,Fire_Hist_Bound,Wildfire,295,,,"In 1953, 2140 acres burned in this location.Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. <a href=http://hazardready.org/static/img/data/Fire_HistoricBurns.jpg target=_blank>(source)</a>"
Past Events,Historic Events,Fire_Hist_Bound,Wildfire,296,,,"In 1953, 166 acres burned in this location.Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. <a href=http://hazardready.org/static/img/data/Fire_HistoricBurns.jpg target=_blank>(source)</a>"
Past Events,Historic Events,Fire_Hist_Bound,Wildfire,297,,,"In 1955, 17 acres burned in this location.Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. <a href=http://hazardready.org/static/img/data/Fire_HistoricBurns.jpg target=_blank>(source)</a>"
Past Events,Historic Events,Fire_Hist_Bound,Wildfire,298,,,"In 1955, 9 acres burned in this location.Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. <a href=http://hazardready.org/static/img/data/Fire_HistoricBurns.jpg target=_blank>(source)</a>"
Past Events,Historic Events,Fire_Hist_Bound,Wildfire,299,,,"In 1956, 37 acres burned in this location.Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. <a href=http://hazardready.org/static/img/data/Fire_HistoricBurns.jpg target=_blank>(source)</a>"
Past Events,Historic Events,Fire_Hist_Bound,Wildfire,300,,,"In 1959, 1799 acres burned in this location.Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. <a href=http://hazardready.org/static/img/data/Fire_HistoricBurns.jpg target=_blank>(source)</a>"
Past Events,Historic Events,Fire_Hist_Bound,Wildfire,301,,,"In 1960, 66 acres burned in this location.Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. <a href=http://hazardready.org/static/img/data/Fire_HistoricBurns.jpg target=_blank>(source)</a>"
Past Events,Historic Events,Fire_Hist_Bound,Wildfire,302,,,"In 1960, 2981 acres burned in this location.Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. <a href=http://hazardready.org/static/img/data/Fire_HistoricBurns.jpg target=_blank>(source)</a>"
Past Events,Historic Events,Fire_Hist_Bound,Wildfire,303,,,"In 1961, 26 acres burned in this location.Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. <a href=http://hazardready.org/static/img/data/Fire_HistoricBurns.jpg target=_blank>(source)</a>"
Past Events,Historic Events,Fire_Hist_Bound,Wildfire,304,,,"In 1961, 102 acres burned in this location.Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. <a href=http://hazardready.org/static/img/data/Fire_HistoricBurns.jpg target=_blank>(source)</a>"
Past Events,Historic Events,Fire_Hist_Bound,Wildfire,305,,,"In 1963, 50 acres burned in this location.Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. <a href=http://hazardready.org/static/img/data/Fire_HistoricBurns.jpg target=_blank>(source)</a>"
Past Events,Historic Events,Fire_Hist_Bound,Wildfire,306,,,"In 1963, 301 acres burned in this location.Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. <a href=http://hazardready.org/static/img/data/Fire_HistoricBurns.jpg target=_blank>(source)</a>"
Past Events,Historic Events,Fire_Hist_Bound,Wildfire,307,,,"In 1963, 40 acres burned in this location.Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. <a href=http://hazardready.org/static/img/data/Fire_HistoricBurns.jpg target=_blank>(source)</a>"
Past Events,Historic Events,Fire_Hist_Bound,Wildfire,308,,,"In 1966, 24 acres burned in this location.Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. <a href=http://hazardready.org/static/img/data/Fire_HistoricBurns.jpg target=_blank>(source)</a>"
Past Events,Historic Events,Fire_Hist_Bound,Wildfire,309,,,"In 1966, 466 acres burned in this location.Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. <a href=http://hazardready.org/static/img/data/Fire_HistoricBurns.jpg target=_blank>(source)</a>"
Past Events,Historic Events,Fire_Hist_Bound,Wildfire,310,,,"In 1966, 1513 acres burned in this location.Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. <a href=http://hazardready.org/static/img/data/Fire_HistoricBurns.jpg target=_blank>(source)</a>"
Past Events,Historic Events,Fire_Hist_Bound,Wildfire,311,,,"In 1966, 684 acres burned in this location.Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. <a href=http://hazardready.org/static/img/data/Fire_HistoricBurns.jpg target=_blank>(source)</a>"
Past Events,Historic Events,Fire_Hist_Bound,Wildfire,312,,,"In 1967, 56 acres burned in this location.Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. <a href=http://hazardready.org/static/img/data/Fire_HistoricBurns.jpg target=_blank>(source)</a>"
Past Events,Historic Events,Fire_Hist_Bound,Wildfire,313,,,"In 1967, 40517 acres burned in this location.Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. <a href=http://hazardready.org/static/img/data/Fire_HistoricBurns.jpg target=_blank>(source)</a>"
Past Events,Historic Events,Fire_Hist_Bound,Wildfire,314,,,"In 1968, 975 acres burned in this location.Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. <a href=http://hazardready.org/static/img/data/Fire_HistoricBurns.jpg target=_blank>(source)</a>"
Past Events,Historic Events,Fire_Hist_Bound,Wildfire,315,,,"In 1970, 133 acres burned in this location.Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. <a href=http://hazardready.org/static/img/data/Fire_HistoricBurns.jpg target=_blank>(source)</a>"
Past Events,Historic Events,Fire_Hist_Bound,Wildfire,316,,,"In 1972, 46 acres burned in this location.Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. <a href=http://hazardready.org/static/img/data/Fire_HistoricBurns.jpg target=_blank>(source)</a>"
Past Events,Historic Events,Fire_Hist_Bound,Wildfire,317,,,"In 1972, 9 acres burned in this location.Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. <a href=http://hazardready.org/static/img/data/Fire_HistoricBurns.jpg target=_blank>(source)</a>"
Past Events,Historic Events,Fire_Hist_Bound,Wildfire,318,,,"In 1973, 722 acres burned in this location.Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. <a href=http://hazardready.org/static/img/data/Fire_HistoricBurns.jpg target=_blank>(source)</a>"
Past Events,Historic Events,Fire_Hist_Bound,Wildfire,319,,,"In 1974, 104 acres burned in this location.Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. <a href=http://hazardready.org/static/img/data/Fire_HistoricBurns.jpg target=_blank>(source)</a>"
Past Events,Historic Events,Fire_Hist_Bound,Wildfire,320,,,"In 1976, 44 acres burned in this location.Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. <a href=http://hazardready.org/static/img/data/Fire_HistoricBurns.jpg target=_blank>(source)</a>"
Past Events,Historic Events,Fire_Hist_Bound,Wildfire,321,,,"In 1979, 420 acres burned in this location.Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. <a href=http://hazardready.org/static/img/data/Fire_HistoricBurns.jpg target=_blank>(source)</a>"
Past Events,Historic Events,Fire_Hist_Bound,Wildfire,322,,,"In 1979, 38 acres burned in this location.Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. <a href=http://hazardready.org/static/img/data/Fire_HistoricBurns.jpg target=_blank>(source)</a>"
Past Events,Historic Events,Fire_Hist_Bound,Wildfire,323,,,"In 1979, 125 acres burned in this location.Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. <a href=http://hazardready.org/static/img/data/Fire_HistoricBurns.jpg target=_blank>(source)</a>"
Past Events,Historic Events,Fire_Hist_Bound,Wildfire,324,,,"In 1979, 18 acres burned in this location.Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. <a href=http://hazardready.org/static/img/data/Fire_HistoricBurns.jpg target=_blank>(source)</a>"
Past Events,Historic Events,Fire_Hist_Bound,Wildfire,325,,,"In 1981, 91 acres burned in this location.Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. <a href=http://hazardready.org/static/img/data/Fire_HistoricBurns.jpg target=_blank>(source)</a>"
Past Events,Historic Events,Fire_Hist_Bound,Wildfire,326,,,"In 1981, 17 acres burned in this location.Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. <a href=http://hazardready.org/static/img/data/Fire_HistoricBurns.jpg target=_blank>(source)</a>"
Past Events,Historic Events,Fire_Hist_Bound,Wildfire,327,,,"In 1982, 27 acres burned in this location.Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. <a href=http://hazardready.org/static/img/data/Fire_HistoricBurns.jpg target=_blank>(source)</a>"
Past Events,Historic Events,Fire_Hist_Bound,Wildfire,328,,,This location does not have a record of wildfire between 1889 and 2013. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. <a href=http://hazardready.org/static/img/data/Fire_HistoricBurns.jpg target=_blank>(source)</a>
Past Events,Historic Events,Fire_Hist_Bound,Wildfire,329,,,This location does not have a record of wildfire between 1889 and 2013. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. <a href=http://hazardready.org/static/img/data/Fire_HistoricBurns.jpg target=_blank>(source)</a>
,,,,,,,
Past Events,Historic Events,EQ_Historic_Distance,Earthquake,1,,,"In 2004, a magnitude 3.0 earthquake likely caused some shaking nearby, but people may not have realized it was an earthquake. It would have felt similar to the vibrations of a passing truck. <a href=http://hazardready.org/static/img/data/EQ_HistoricQuakes.jpg target=_blank>(source)</a>"
Past Events,Historic Events,EQ_Historic_Distance,Earthquake,2,,,"In 1990, a magnitude 3.2 earthquake likely caused some shaking nearby, but people may not have realized it was an earthquake. It would have felt similar to the vibrations of a passing truck. <a href=http://hazardready.org/static/img/data/EQ_HistoricQuakes.jpg target=_blank>(source)</a>"
Past Events,Historic Events,EQ_Historic_Distance,Earthquake,3,,,"In 1983, a magnitude 3.0 earthquake likely caused some shaking nearby, but people may not have realized it was an earthquake. It would have felt similar to the vibrations of a passing truck. <a href=http://hazardready.org/static/img/data/EQ_HistoricQuakes.jpg target=_blank>(source)</a>"
Past Events,Historic Events,EQ_Historic_Distance,Earthquake,4,,,"In 1978, a magnitude 3.0 earthquake likely caused some shaking nearby, but people may not have realized it was an earthquake. It would have felt similar to the vibrations of a passing truck. <a href=http://hazardready.org/static/img/data/EQ_HistoricQuakes.jpg target=_blank>(source)</a>"
Past Events,Historic Events,EQ_Historic_Distance,Earthquake,5,,,"In 2007, a magnitude 3.2 earthquake likely caused some shaking nearby, but people may not have realized it was an earthquake. It would have felt similar to the vibrations of a passing truck. <a href=http://hazardready.org/static/img/data/EQ_HistoricQuakes.jpg target=_blank>(source)</a>"
Past Events,Historic Events,EQ_Historic_Distance,Earthquake,6,,,"In 1989, a magnitude 3.6 earthquake likely caused some shaking nearby, but people may not have realized it was an earthquake. It would have felt similar to the vibrations of a passing truck. <a href=http://hazardready.org/static/img/data/EQ_HistoricQuakes.jpg target=_blank>(source)</a>"
Past Events,Historic Events,EQ_Historic_Distance,Earthquake,7,,,"In 1999, a magnitude 3.1 earthquake likely caused some shaking nearby, but people may not have realized it was an earthquake. It would have felt similar to the vibrations of a passing truck. <a href=http://hazardready.org/static/img/data/EQ_HistoricQuakes.jpg target=_blank>(source)</a>"
Past Events,Historic Events,EQ_Historic_Distance,Earthquake,8,,,"In 2003, a magnitude 3.0 earthquake likely caused some shaking nearby, but people may not have realized it was an earthquake. It would have felt similar to the vibrations of a passing truck. <a href=http://hazardready.org/static/img/data/EQ_HistoricQuakes.jpg target=_blank>(source)</a>"
Past Events,Historic Events,EQ_Historic_Distance,Earthquake,9,,,"In 2004, a magnitude 3.0 earthquake likely caused some shaking nearby, but people may not have realized it was an earthquake. It would have felt similar to the vibrations of a passing truck. <a href=http://hazardready.org/static/img/data/EQ_HistoricQuakes.jpg target=_blank>(source)</a>"
Past Events,Historic Events,EQ_Historic_Distance,Earthquake,10,,,"In 1983, a magnitude 3.3 earthquake likely caused some shaking nearby, but people may not have realized it was an earthquake. It would have felt similar to the vibrations of a passing truck. <a href=http://hazardready.org/static/img/data/EQ_HistoricQuakes.jpg target=_blank>(source)</a>"
Past Events,Historic Events,EQ_Historic_Distance,Earthquake,11,,,"In 2013, a magnitude 3.0 earthquake likely caused some shaking nearby, but people may not have realized it was an earthquake. It would have felt similar to the vibrations of a passing truck. <a href=http://hazardready.org/static/img/data/EQ_HistoricQuakes.jpg target=_blank>(source)</a>"
Past Events,Historic Events,EQ_Historic_Distance,Earthquake,12,,,"In 1978, a magnitude 3.7 earthquake likely caused some shaking nearby, but people may not have realized it was an earthquake. It would have felt similar to the vibrations of a passing truck. <a href=http://hazardready.org/static/img/data/EQ_HistoricQuakes.jpg target=_blank>(source)</a>"
Past Events,Historic Events,EQ_Historic_Distance,Earthquake,13,,,"In 1978, a magnitude 3.2 earthquake likely caused some shaking nearby, but people may not have realized it was an earthquake. It would have felt similar to the vibrations of a passing truck. <a href=http://hazardready.org/static/img/data/EQ_HistoricQuakes.jpg target=_blank>(source)</a>"
Past Events,Historic Events,EQ_Historic_Distance,Earthquake,14,,,"In 1978, a magnitude 4.3 earthquake would have been felt by many people and may have caused dishes to be disturbed. For people close to the earthquake it would have felt like a heavy truck hitting a building. <a href=http://hazardready.org/static/img/data/EQ_HistoricQuakes.jpg target=_blank>(source)</a>"
Past Events,Historic Events,EQ_Historic_Distance,Earthquake,15,,,"In 1991, a magnitude 3.2 earthquake likely caused some shaking nearby, but people may not have realized it was an earthquake. It would have felt similar to the vibrations of a passing truck. <a href=http://hazardready.org/static/img/data/EQ_HistoricQuakes.jpg target=_blank>(source)</a>"
Past Events,Historic Events,EQ_Historic_Distance,Earthquake,16,,,"In 1987, a magnitude 3.2 earthquake likely caused some shaking nearby, but people may not have realized it was an earthquake. It would have felt similar to the vibrations of a passing truck. <a href=http://hazardready.org/static/img/data/EQ_HistoricQuakes.jpg target=_blank>(source)</a>"
Past Events,Historic Events,EQ_Historic_Distance,Earthquake,17,,,"In 1987, a magnitude 3.2 earthquake likely caused some shaking nearby, but people may not have realized it was an earthquake. It would have felt similar to the vibrations of a passing truck. <a href=http://hazardready.org/static/img/data/EQ_HistoricQuakes.jpg target=_blank>(source)</a>"
Past Events,Historic Events,EQ_Historic_Distance,Earthquake,18,,,"In 2009, a magnitude 3.2 earthquake likely caused some shaking nearby, but people may not have realized it was an earthquake. It would have felt similar to the vibrations of a passing truck. <a href=http://hazardready.org/static/img/data/EQ_HistoricQuakes.jpg target=_blank>(source)</a>"
,,,,,,,
Past Events,Historic Events,Flood_FEMA_DFRIM_2015,Flooding,,,,"In 1908, a massive flood swept away the Higgins Bridge in the City of Missoula and destroyed many homes. In 2011, homes on Tower Street and Kehrwald Drive flooded. Check out graphs of historic floods on the <a href=static/img/flood-info/clark_fork.pdf target=_blank>Clark Fork</a>, <a href=static/img/flood-info/bitterroot.pdf target=_blank>Bitterroot</a>, and <a href=static/img/flood-info/blackfoot.pdf target=_blank>Blackfoot</a> Rivers."
Past Events,Historic Events,Landslide_placeholder2,Landslide,,,,"Missoula County has seen landslides in the past, but they tend to be in forested regions after forest fires and thunderstorms come through. Rock falls and landslides have impacted Highway 12 and Highway 200 before."
Past Events,Historic Events,winterstorm,Winter Weather,,,,"In February of 2014 several feet of snow fell in the Missoula Valley with high winds loading nearby peaks. A blizzard warning was issued and on March 2nd an avalanche charged down Mount Jumbo into the Rattlesnake Neighborhood in the City of Missoula. It caused damage to multiple homes, injuries, and one death."
Past Events,Historic Events,summerstorm,Summer Weather,,,,"In August of 2015 a major windstorm hit the Missoula Valley with winds gusting up to 70 miles per hour. Dozens of trees were uprooted, power lines knocked down, and small fires started. 18,000 were without power at some time. It took days to remove debris from roads and restore power. Emergency crews were overwhelmed with phone calls of reported incidents."
,,,,,,,
How to Prepare,Get Earthquake Ready,EQ_Fault_Shaking,Earthquake,,,,"Earthquakes are unpredictable, but there are steps that you can take to prepare. Secure items that could fall, make a family communication plan and supply kit, practice ""Drop, Cover, and Hold On,"" and know the location of utility shut offs. For more on preparing, check out <a href=http://ready.gov/earthquakes target=_blank>Ready.gov</a>."
How to Prepare,Stay Tuned,EQ_Fault_Shaking,Earthquake,,,,"Scientists can't predict when earthquakes will happen, so prepare before one hits. For information during an event call the county information line at 406-258-INFO(4636) or watch local news. Interested in getting earthquake notifications? Sign up <a href=https://sslearthquake.usgs.gov/ens/ target=_blank>here</a>."
How to Prepare,A word from your emergency managers,EQ_Fault_Shaking,Earthquake,,,,"In the event of a large earthquake, the main priority for emergency officials will be to make sure all victims are accounted for and get them to safety. Then they will focus on restoring essential services and begin evaluating homes & buildings. "
How to Prepare,Get Flood Ready,Flood_FEMA_DFRIM_2015,Flooding,,,,"Make a flood plan and supply kit. Know where to go if waters rise and have your essential items ready. Prepare your home during a flood by bringing outdoor furniture inside, disconnecting electrical appliances, getting sand and bags, and evacuating if directed. "
How to Prepare,Stay Tuned,Flood_FEMA_DFRIM_2015,Flooding,,,,"During floods, turn on your TV, radio, or weather app on your smart phone. You will receive the latest weather updates and emergency instructions from the local weather service. You can also check conditions on the <a href=http://water.weather.gov/ahps2/index.php?wfo=mso target=_blank>NWS page</a>."
How to Prepare,A word from your emergency managers,Flood_FEMA_DFRIM_2015,Flooding,,,,If you live in a flood prone area YOU will be responsible for acquiring sand bags and filling them prior to a flood. It takes 30 DAYS for flood Insurance to kick in. If you think you are at risk sign up now. During a flood emergency managers' priorities are to keep people safe and restore essential services as quickly as possible.
How to Prepare,Get Wildfire Ready,Fire_Burn_Probability2,Wildfire,,,,"Experts recommend creating a defensible space of up to 200 feet from a structure. To find out how check out <a href=http://www.firewise.org/wildfire-preparedness.aspx target=_blank>Firewise.org</a>. If you are a private landowner looking to reduce forest fuels around your home, cost share programs can help. Talk to your <a href=http://mcfpa.org/directory.htm target=_blank>local fire district</a> for more information."
How to Prepare,Stay Tuned,Fire_Burn_Probability2,Wildfire,,,,"For current updates check <a href=http://mcfpa.org/fire_danger.htm target=_blank>fire danger</a>, <a href=http://inciweb.nwcg.gov/state/27/ target=_blank>current fires</a> and <a href=http://www.missoulacounty.us/government/health-department/home-environment/air-quality/current-air-quality-3777 target=_blank>air quality</a> for your area. You can also sign up for emergency notifications at <a href=http://www.smart911.com target=_blank>Smart911.com</a>."
How to Prepare,A word from your emergency managers,Fire_Burn_Probability2,Wildfire,,,,"If a wildfire threatens homes near you, follow emergency officials instructions and have essential items ready. Their top priorities are your safety and firefighter safety. Evacuating early is always better than too late. Know the three-stage evacuation plan <a href=http://www.missoulacounty.us/government/public-safety/office-of-emergency-management/evacuation-information target=_blank>""Ready, Set, Go""</a>."
How to Prepare,Get Landslide Ready,Landslide_placeholder2,Landslide,,,,"Landslides are most common on barren, steep slopes where drainages come together especially, after rain events in areas that have recently been burned. If you live below an area like this be aware! Trees and vegetation help stabilize slopes."
How to Prepare,Stay Tuned,Landslide_placeholder2,Landslide,,,,"Landslides typically cause road closures, but can impact neighborhoods too. The best thing you can do is to stay alert to local weather and hillslope conditions near your home. Check on road closures and conditions <a href=http://www.mdt.mt.gov/travinfo/alerts.shtml target=_blank>here</a>."
How to Prepare,A word from your emergency managers,Landslide_placeholder2,Landslide,,,,"It is unlikely that large-scale slides will occur in the county, but smaller ones could affect individual homes and roadways. Be aware of the risks around your home and if a roadway is blocked be patient as road crews work to re-open it."
How to Prepare,Get Winter Weather Ready,winterstorm,Winter Weather,,,,"Power will go out. Be smart, make a kit, and have essentials available when it does. Contact your local <a href=http://www.makeitmissoula.com/housing/moving/utilities/ target=_blank>utility company</a> for questions. Don't risk going out in the storm if you can avoid it. Find out more about how to prepare <a href=https://www.fema.gov/media-library-data/1408633655071-32caae446efef4ab2f4fcccdb55f725c/PrepareAthon_WINTER%20STORMS_HTG_FINAL_508.pdf target=_blank>here</a>."
How to Prepare,Stay Tuned,winterstorm,Winter Weather,,,,"Experts at the Weather Service Forecast Office near the Missoula Airport are on 24/7 with advisories, watches, and warnings to keep you safe if dangerous weather strikes the county. Check local news for weather forecasts and warnings or go to the <a href=http://water.weather.gov/ahps2/index.php?wfo=mso target=_blank>NWS page</a> for more information."
How to Prepare,A word from your emergency managers,winterstorm,Winter Weather,,,,"If a massive snowstorm hits, the main priorities for emergency officials are to address public safety, power outages, and snow on major roadways. The best thing you can do to help is to stay inside, have a weeks' worth of supplies ready, and sign up for <a href=http://www.smart911.com target=_blank>Smart911</a>."
How to Prepare,Get Summer Weather Ready,summerstorm,Summer Weather,,,,"Power will go out. Be smart, make a kit, and have essentials available to you when it does. Contact your local <a href=http://www.makeitmissoula.com/housing/moving/utilities/ target=_blank>utility company</a> for questions. During a thunderstorm, stay inside and away from windows and doors. Find out more about how to fully <a href=http://www.ready.gov/thunderstorms-lightning target=_blank>prepare</a>."
How to Prepare,Stay Tuned,summerstorm,Summer Weather,,,,"Missoula County is lucky as we have a Weather Service Forecast Office in Missoula near the airport. They are on 24/7 with advisories, watches, and warnings to keep you safe if dangerous weather strikes the county. Go to the <a href=http://water.weather.gov/ahps2/index.php?wfo=mso target=_blank>NWS page</a> for more information."
How to Prepare,A word from your emergency managers,summerstorm,Summer Weather,,,,"Trees will fall if winds are strong enough and power will go out. If trees fall on your property, you are responsible for calling a tree service company for removal. Emergency Official priorities are to make sure people are safe and then restore roadways and utilities. Be patient. Power will be back on as soon as possible. "
,,,,,,,
What to Expect,Safety Issues,EQ_Fault_Shaking,Earthquake,,,,"Large earthquakes cause gas lines to break, foundations to shift, bridges to collapse, and utilities to be disrupted. Evacuation routes could get compromised. Be aware that aftershocks, earthquakes that happen after the main one, are common and you will feel shaking in the days or weeks to come. "
What to Expect,Safety Issues,Flood_FEMA_DFRIM_2015,Flooding,,,,DO NOT try to walk or drive through floodwaters. It only takes 6 inches of moving water to knock you down and 2 feet to sweep a car away! Be alert for flash flooding. It is the #1 cause of weather related deaths in the US. If a warning is issued get to higher ground immediately.
What to Expect,Safety Issues,Fire_Burn_Probability2,Wildfire,,,,Wildfires are a typical part of Missoula County summers and will continue to be. With them comes SMOKE. Keep an eye on <a href=http://www.missoulacounty.us/government/health-department/home-environment/air-quality/current-air-quality-3777 target=_blank>air quality ratings</a> and stay inside if it gets bad. Steer clear of active fires and if you see one start call 9-1-1 to report it.
What to Expect,Safety Issues,Landslide_placeholder2,Landslide,,,,"Landslides happen quickly and are hard to predict. They washout roads and destroy anything in their path. Embankments along roads are very susceptible. If you see sunken in pavement, mud on the road, and fallen rocks, there might be a landslide ahead. Don't drive near it."
What to Expect,Safety Issues,winterstorm,Winter Weather,,,,"Extreme winter weather can halt everything in and around town. It makes travel by foot or car extremely hazardous. Heavy snowfall and ice often knock out power, heat, and communication services. Pipes and water mains can freeze and break."
What to Expect,Safety Issues,summerstorm,Summer Weather,,,,"Flash flooding happens quickly and with little warning. If a flash flood warning is issued, take it seriously and get to higher ground immediately! Stay away from downed power lines and avoid touching metal in case lightning strikes."
,,,,,,,
What to Expect,Worst Case Scenario,Landslide_placeholder2,Landslide,,90,,"The worst-case scenario is that mud, rocks, and debris flow into a neighborhood damaging homes, totaling cars, and injuring people. This is most likely if thunderstorms come through after wildfires have taken away the plants and trees that provided hillslope stability. "
,,,,,,,
What to Expect,Potential,winterstorm,Winter Weather,,50,,"Across Missoula County winters come with below freezing temps, icy road conditions, and the potential for major storms. The valleys often get inversions causing poor air quality. Stock up on hot cocoa and get your winter supply kit ready."
What to Expect,Worst Case Scenario,winterstorm,Winter Weather,,90,,There could be a blizzard in Missoula County. This means sustained winds or frequent gusts of 35 mph or more. Temperatures will be in the negatives and with wind chill even lower. Walking will be difficult and whole trees will sway. It will be hard to see due to falling or blowing snow.
,,,,,,,
What to Expect,Potential,summerstorm,Summer Weather,,50,,"Across Missoula County summers are hot. Along with people floating the rivers, taking hikes, and herding cattle you might also see thunderstorms, windstorms, and heat waves hit the county. "
What to Expect,Worst Case Scenario,summerstorm,Summer Weather,,90,,"Severe thunderstorms can happen here. This means high winds, thunder, and lighting. They can lead to flash flooding (super fast floods) and include hail greater than an inch in diameter. You could see 60-80mph winds that cause trees to topple and damage to homes and power lines."
